"Year","Month","Date","dSST3.4","ONI","ONI_month_window","phase"
2018,"Aug",2018-08-01,0.14,0.273333333333333,"JAS","Neutral Phase"
2018,"Sep",2018-09-01,0.51,0.533333333333333,"ASO","Warm Phase/El Nino"
2018,"Oct",2018-10-01,0.95,0.806666666666667,"SON","Warm Phase/El Nino"
2018,"Nov",2018-11-01,0.96,0.966666666666667,"OND","Warm Phase/El Nino"
2018,"Dec",2018-12-01,0.99,0.923333333333333,"NDJ","Warm Phase/El Nino"
2019,"Jan",2019-01-01,0.82,0.89,"DJF","Warm Phase/El Nino"
2019,"Feb",2019-02-01,0.86,0.863333333333333,"JFM","Warm Phase/El Nino"
2019,"Mar",2019-03-01,0.91,0.836666666666667,"FMA","Warm Phase/El Nino"
2019,"Apr",2019-04-01,0.74,0.77,"MAM","Warm Phase/El Nino"
2019,"May",2019-05-01,0.66,0.636666666666667,"AMJ","Warm Phase/El Nino"
2019,"Jun",2019-06-01,0.51,0.523333333333333,"MJJ","Warm Phase/El Nino"
2019,"Jul",2019-07-01,0.4,0.333333333333333,"JJA","Neutral Phase"
2019,"Aug",2019-08-01,0.09,0.186666666666667,"JAS","Neutral Phase"
2019,"Sep",2019-09-01,0.07,0.23,"ASO","Neutral Phase"
2019,"Oct",2019-10-01,0.53,0.393333333333333,"SON","Neutral Phase"
2019,"Nov",2019-11-01,0.58,0.58,"OND","Warm Phase/El Nino"
2019,"Dec",2019-12-01,0.63,0.663333333333333,"NDJ","Warm Phase/El Nino"
2020,"Jan",2020-01-01,0.78,0.643333333333333,"DJF","Warm Phase/El Nino"
2020,"Feb",2020-02-01,0.52,0.626666666666667,"JFM","Warm Phase/El Nino"
2020,"Mar",2020-03-01,0.58,0.526666666666667,"FMA","Warm Phase/El Nino"
2020,"Apr",2020-04-01,0.48,0.3,"MAM","Neutral Phase"
2020,"May",2020-05-01,-0.16,0.0133333333333333,"AMJ","Neutral Phase"
2020,"Jun",2020-06-01,-0.28,-0.23,"MJJ","Neutral Phase"
2020,"Jul",2020-07-01,-0.25,-0.356666666666667,"JJA","Neutral Phase"
2020,"Aug",2020-08-01,-0.54,-0.526666666666667,"JAS","Cool Phase/La Nina"
2020,"Sep",2020-09-01,-0.79,-0.843333333333333,"ASO","Cool Phase/La Nina"
2020,"Oct",2020-10-01,-1.2,-1.11666666666667,"SON","Cool Phase/La Nina"
2020,"Nov",2020-11-01,-1.36,-1.20333333333333,"OND","Cool Phase/La Nina"
2020,"Dec",2020-12-01,-1.05,-1.07666666666667,"NDJ","Cool Phase/La Nina"
2021,"Jan",2021-01-01,-0.82,-0.906666666666667,"DJF","Cool Phase/La Nina"
2021,"Feb",2021-02-01,-0.85,-0.786666666666667,"JFM","Cool Phase/La Nina"
2021,"Mar",2021-03-01,-0.69,-0.713333333333333,"FMA","Cool Phase/La Nina"
2021,"Apr",2021-04-01,-0.6,-0.546666666666667,"MAM","Cool Phase/La Nina"
2021,"May",2021-05-01,-0.35,-0.39,"AMJ","Neutral Phase"
2021,"Jun",2021-06-01,-0.22,-0.303333333333333,"MJJ","Neutral Phase"
2021,"Jul",2021-07-01,-0.34,-0.346666666666667,"JJA","Neutral Phase"
2021,"Aug",2021-08-01,-0.48,-0.446666666666667,"JAS","Neutral Phase"
2021,"Sep",2021-09-01,-0.52,-0.63,"ASO","Cool Phase/La Nina"
2021,"Oct",2021-10-01,-0.89,-0.766666666666667,"SON","Cool Phase/La Nina"
2021,"Nov",2021-11-01,-0.89,-0.913333333333333,"OND","Cool Phase/La Nina"
2021,"Dec",2021-12-01,-0.96,-0.873333333333333,"NDJ","Cool Phase/La Nina"
2022,"Jan",2022-01-01,-0.77,-0.823333333333333,"DJF","Cool Phase/La Nina"
2022,"Feb",2022-02-01,-0.74,-0.793333333333333,"JFM","Cool Phase/La Nina"
2022,"Mar",2022-03-01,-0.87,-0.866666666666667,"FMA","Cool Phase/La Nina"
2022,"Apr",2022-04-01,-0.99,-0.953333333333333,"MAM","Cool Phase/La Nina"
2022,"May",2022-05-01,-1,-0.893333333333333,"AMJ","Cool Phase/La Nina"
2022,"Jun",2022-06-01,-0.69,-0.78,"MJJ","Cool Phase/La Nina"
2022,"Jul",2022-07-01,-0.65,-0.756666666666667,"JJA","Cool Phase/La Nina"
2022,"Aug",2022-08-01,-0.93,-0.87,"JAS","Cool Phase/La Nina"
2022,"Sep",2022-09-01,-1.03,-0.966666666666667,"ASO","Cool Phase/La Nina"
2022,"Oct",2022-10-01,-0.94,-0.94,"SON","Cool Phase/La Nina"
2022,"Nov",2022-11-01,-0.85,-0.846666666666667,"OND","Cool Phase/La Nina"
2022,"Dec",2022-12-01,-0.75,-0.716666666666667,"NDJ","Cool Phase/La Nina"
2023,"Jan",2023-01-01,-0.55,-0.536666666666667,"DJF","Cool Phase/La Nina"
2023,"Feb",2023-02-01,-0.31,-0.29,"JFM","Neutral Phase"
2023,"Mar",2023-03-01,-0.01,-0.0233333333333333,"FMA","Neutral Phase"
2023,"Apr",2023-04-01,0.25,0.27,"MAM","Neutral Phase"
2023,"May",2023-05-01,0.57,0.57,"AMJ","Warm Phase/El Nino"
2023,"Jun",2023-06-01,0.89,0.843333333333333,"MJJ","Warm Phase/El Nino"
2023,"Jul",2023-07-01,1.07,1.11666666666667,"JJA","Warm Phase/El Nino"
2023,"Aug",2023-08-01,1.39,1.36666666666667,"JAS","Warm Phase/El Nino"
2023,"Sep",2023-09-01,1.64,1.6,"ASO","Warm Phase/El Nino"
2023,"Oct",2023-10-01,1.77,1.83,"SON","Warm Phase/El Nino"
2023,"Nov",2023-11-01,2.08,1.99333333333333,"OND","Warm Phase/El Nino"
2023,"Dec",2023-12-01,2.13,2.06333333333333,"NDJ","Warm Phase/El Nino"
2024,"Jan",2024-01-01,1.98,1.92666666666667,"DJF","Warm Phase/El Nino"
2024,"Feb",2024-02-01,1.67,1.62333333333333,"JFM","Warm Phase/El Nino"
2024,"Mar",2024-03-01,1.22,1.26,"FMA","Warm Phase/El Nino"
2024,"Apr",2024-04-01,0.89,0.816666666666667,"MAM","Warm Phase/El Nino"
2024,"May",2024-05-01,0.34,0.486666666666667,"AMJ","Neutral Phase"
2024,"Jun",2024-06-01,0.23,0.22,"MJJ","Neutral Phase"
2024,"Jul",2024-07-01,0.09,0.0833333333333333,"JJA","Neutral Phase"
2024,"Aug",2024-08-01,-0.07,-0.0666666666666667,"JAS","Neutral Phase"
2024,"Sep",2024-09-01,-0.22,-0.17,"ASO","Neutral Phase"
2024,"Oct",2024-10-01,-0.22,-0.21,"SON","Neutral Phase"
2024,"Nov",2024-11-01,-0.19,-0.3,"OND","Neutral Phase"
2024,"Dec",2024-12-01,-0.49,-0.413333333333333,"NDJ","Neutral Phase"
2025,"Jan",2025-01-01,-0.56,-0.443333333333333,"DJF","Neutral Phase"
2025,"Feb",2025-02-01,-0.28,-0.243333333333333,"JFM","Neutral Phase"
2025,"Mar",2025-03-01,0.11,-0.0633333333333333,"FMA","Neutral Phase"
2025,"Apr",2025-04-01,-0.02,0.0233333333333333,"MAM","Neutral Phase"
2025,"May",2025-05-01,-0.02,-0.0166666666666667,"AMJ","Neutral Phase"
2025,"Jun",2025-06-01,-0.01,-0.0433333333333333,"MJJ","Neutral Phase"
2025,"Jul",2025-07-01,-0.1,-0.143333333333333,"JJA","Neutral Phase"
2025,"Aug",2025-08-01,-0.32,-0.283333333333333,"JAS","Neutral Phase"
2025,"Sep",2025-09-01,-0.43,-0.4,"ASO","Neutral Phase"
2025,"Oct",2025-10-01,-0.45,-0.506666666666667,"SON","Cool Phase/La Nina"
2025,"Nov",2025-11-01,-0.64,-0.553333333333333,"OND","Cool Phase/La Nina"
2025,"Dec",2025-12-01,-0.57,-0.54,"NDJ","Cool Phase/La Nina"
2026,"Jan",2026-01-01,-0.41,-0.366666666666667,"DJF","Neutral Phase"
2026,"Feb",2026-02-01,-0.12,-0.146666666666667,"JFM","Neutral Phase"
2026,"Mar",2026-03-01,0.09,0.13,"FMA","Neutral Phase"
2026,"Apr",2026-04-01,0.42,0.506666666666667,"MAM","Warm Phase/El Nino"
2026,"May",2026-05-01,1.01,0.976666666666667,"AMJ","Warm Phase/El Nino"
2026,"Jun",2026-06-01,1.5,NA,NA,NA
