region,ym,prcp,n_stations,oni,month,phase
SoCal,2006-12-01,18.8020833333333,96,0.94,12,ElNino
SoCal,2007-01-01,15.5752577319588,97,0.66,1,ElNino
SoCal,2007-02-01,35.742,100,0.22,2,Neutral
SoCal,2007-03-01,6.85555555555556,99,-0.12,3,Neutral
SoCal,2007-04-01,12.9556701030928,97,-0.32,4,Neutral
SoCal,2007-05-01,0.7,96,-0.38,5,Neutral
SoCal,2007-06-01,0.0371134020618557,97,-0.47,6,Neutral
SoCal,2007-07-01,1.08020833333333,96,-0.56,7,LaNina
SoCal,2007-08-01,2.53125,96,-0.81,8,LaNina
SoCal,2007-09-01,11.271875,96,-1.07,9,LaNina
SoCal,2007-10-01,6.74489795918367,98,-1.34,10,LaNina
SoCal,2007-11-01,13.495,100,-1.5,11,LaNina
SoCal,2007-12-01,40.0427083333333,96,-1.6,12,LaNina
SoCal,2008-01-01,150.512244897959,98,-1.64,1,LaNina
SoCal,2008-02-01,39.497,100,-1.52,2,LaNina
SoCal,2008-03-01,2.36907216494845,97,-1.29,3,LaNina
SoCal,2008-04-01,1.669,100,-1.01,4,LaNina
SoCal,2008-05-01,8.88888888888889,99,-0.84,5,LaNina
SoCal,2008-06-01,0.0567010309278351,97,-0.61,6,LaNina
SoCal,2008-07-01,3.08556701030928,97,-0.37,7,Neutral
SoCal,2008-08-01,3.40909090909091,99,-0.23,8,Neutral
SoCal,2008-09-01,1.088,100,-0.24,9,Neutral
SoCal,2008-10-01,1.53838383838384,99,-0.35,10,Neutral
SoCal,2008-11-01,36.8485148514851,101,-0.56,11,LaNina
SoCal,2008-12-01,61.4051020408163,98,-0.74,12,LaNina
SoCal,2009-01-01,9.21326530612245,98,-0.85,1,LaNina
SoCal,2009-02-01,86.3240384615385,104,-0.79,2,LaNina
SoCal,2009-03-01,9.71782178217822,101,-0.61,3,LaNina
SoCal,2009-04-01,3.58235294117647,102,-0.33,4,Neutral
SoCal,2009-05-01,1.30808080808081,99,0.01,5,Neutral
SoCal,2009-06-01,2.20918367346939,98,0.28,6,Neutral
SoCal,2009-07-01,0.353125,96,0.45,7,Neutral
SoCal,2009-08-01,0.498979591836735,98,0.57,8,ElNino
SoCal,2009-09-01,1.00531914893617,94,0.71,9,ElNino
SoCal,2009-10-01,25.0322580645161,93,1.01,10,ElNino
SoCal,2009-11-01,5.38571428571428,98,1.36,11,ElNino
SoCal,2009-12-01,70.9270833333333,96,1.56,12,ElNino
SoCal,2010-01-01,132.023232323232,99,1.5,1,ElNino
SoCal,2010-02-01,82.8627450980392,102,1.22,2,ElNino
SoCal,2010-03-01,16.1979381443299,97,0.84,3,ElNino
SoCal,2010-04-01,39.790099009901,101,0.35,4,Neutral
SoCal,2010-05-01,1.8989898989899,99,-0.18,5,Neutral
SoCal,2010-06-01,0.20625,96,-0.66,6,LaNina
SoCal,2010-07-01,1.228,100,-1.05,7,LaNina
SoCal,2010-08-01,0.917647058823529,102,-1.35,8,LaNina
SoCal,2010-09-01,0.667010309278351,97,-1.55,9,LaNina
SoCal,2010-10-01,42.111,100,-1.64,10,LaNina
SoCal,2010-11-01,25.0225490196078,102,-1.64,11,LaNina
SoCal,2010-12-01,182.122772277228,101,-1.54,12,LaNina
SoCal,2011-01-01,19.4567307692308,104,-1.31,1,LaNina
SoCal,2011-02-01,64.9855769230769,104,-1.04,2,LaNina
SoCal,2011-03-01,78.5728155339806,103,-0.8,3,LaNina
SoCal,2011-04-01,5.20891089108911,101,-0.62,4,LaNina
SoCal,2011-05-01,12.2460784313725,102,-0.46,5,Neutral
SoCal,2011-06-01,4.14411764705882,102,-0.37,6,Neutral
SoCal,2011-07-01,4.558,100,-0.43,7,Neutral
SoCal,2011-08-01,1.902,100,-0.58,8,LaNina
SoCal,2011-09-01,5.68333333333333,102,-0.79,9,LaNina
SoCal,2011-10-01,16.9803921568627,102,-0.96,10,LaNina
SoCal,2011-11-01,41.2207547169811,106,-1.02,11,LaNina
SoCal,2011-12-01,14.9077669902913,103,-0.92,12,LaNina
SoCal,2012-01-01,21.3371428571429,105,-0.72,1,LaNina
SoCal,2012-02-01,17.275,104,-0.57,2,LaNina
SoCal,2012-03-01,46.0679245283019,106,-0.46,3,Neutral
SoCal,2012-04-01,43.2242990654206,107,-0.36,4,Neutral
SoCal,2012-05-01,0.783018867924528,106,-0.17,5,Neutral
SoCal,2012-06-01,0.0481132075471698,106,0.06,6,Neutral
SoCal,2012-07-01,5.52264150943396,106,0.3,7,Neutral
SoCal,2012-08-01,9.04190476190476,105,0.41,8,Neutral
SoCal,2012-09-01,2.86504854368932,103,0.41,9,Neutral
SoCal,2012-10-01,7.14622641509434,106,0.31,10,Neutral
SoCal,2012-11-01,16.2990476190476,105,0.12,11,Neutral
SoCal,2012-12-01,57.2632075471698,106,-0.1,12,Neutral
SoCal,2013-01-01,29.672641509434,106,-0.29,1,Neutral
SoCal,2013-02-01,14.2691588785047,107,-0.29,2,Neutral
SoCal,2013-03-01,19.1632075471698,106,-0.21,3,Neutral
SoCal,2013-04-01,1.18301886792453,106,-0.19,4,Neutral
SoCal,2013-05-01,8.1411214953271,107,-0.26,5,Neutral
SoCal,2013-06-01,0.423148148148148,108,-0.33,6,Neutral
SoCal,2013-07-01,3.75981308411215,107,-0.35,7,Neutral
SoCal,2013-08-01,7.55140186915888,107,-0.28,8,Neutral
SoCal,2013-09-01,5.34953271028037,107,-0.21,9,Neutral
SoCal,2013-10-01,10.1710280373832,107,-0.13,10,Neutral
SoCal,2013-11-01,17.7439252336449,107,-0.1,11,Neutral
SoCal,2013-12-01,8.37196261682243,107,-0.16,12,Neutral
SoCal,2014-01-01,2.02616822429907,107,-0.28,1,Neutral
SoCal,2014-02-01,46.0148148148148,108,-0.32,2,Neutral
SoCal,2014-03-01,32.2663551401869,107,-0.14,3,Neutral
SoCal,2014-04-01,13.6560747663551,107,0.16,4,Neutral
SoCal,2014-05-01,1.69622641509434,106,0.31,5,Neutral
SoCal,2014-06-01,0.0102803738317757,107,0.24,6,Neutral
SoCal,2014-07-01,2.04905660377358,106,0.1,7,Neutral
SoCal,2014-08-01,8.85283018867925,106,0.11,8,Neutral
SoCal,2014-09-01,3.60192307692308,104,0.28,9,Neutral
SoCal,2014-10-01,2.00096153846154,104,0.54,10,ElNino
SoCal,2014-11-01,13.2163461538462,104,0.71,11,ElNino
SoCal,2014-12-01,87.6009433962264,106,0.77,12,ElNino
SoCal,2015-01-01,20.0588785046729,107,0.69,1,ElNino
SoCal,2015-02-01,19.5148148148148,108,0.61,2,ElNino
SoCal,2015-03-01,15.1710280373832,107,0.65,3,ElNino
SoCal,2015-04-01,7.0981308411215,107,0.81,4,ElNino
SoCal,2015-05-01,19.588679245283,106,1.03,5,ElNino
SoCal,2015-06-01,2.42523364485981,107,1.25,6,ElNino
SoCal,2015-07-01,23.985046728972,107,1.57,7,ElNino
SoCal,2015-08-01,0.331775700934579,107,1.9,8,ElNino
SoCal,2015-09-01,16.6878504672897,107,2.21,9,ElNino
SoCal,2015-10-01,11.9453703703704,108,2.47,10,ElNino
SoCal,2015-11-01,13.8981481481481,108,2.65,11,ElNino
SoCal,2015-12-01,26.3574074074074,108,2.75,12,ElNino
SoCal,2016-01-01,81.9981481481481,108,2.63,1,ElNino
SoCal,2016-02-01,15.6425925925926,108,2.28,2,ElNino
SoCal,2016-03-01,39.0261682242991,107,1.71,3,ElNino
SoCal,2016-04-01,14.9785046728972,107,1.05,4,ElNino
SoCal,2016-05-01,6.98425925925926,108,0.49,5,Neutral
SoCal,2016-06-01,0.0805555555555556,108,0,6,Neutral
SoCal,2016-07-01,0.33425925925926,108,-0.31,7,Neutral
SoCal,2016-08-01,0.399065420560748,107,-0.5,8,LaNina
SoCal,2016-09-01,4.85046728971963,107,-0.58,9,LaNina
SoCal,2016-10-01,14.2301886792453,106,-0.64,10,LaNina
SoCal,2016-11-01,25.0295238095238,105,-0.6,11,LaNina
SoCal,2016-12-01,80.0308411214953,107,-0.45,12,Neutral
SoCal,2017-01-01,156.865094339623,106,-0.2,1,Neutral
SoCal,2017-02-01,110.113333333333,105,-0.02,2,Neutral
SoCal,2017-03-01,9.68155339805825,103,0.18,3,Neutral
SoCal,2017-04-01,5.37358490566038,106,0.31,4,Neutral
SoCal,2017-05-01,10.906,100,0.4,5,Neutral
SoCal,2017-06-01,0.0849056603773585,106,0.38,6,Neutral
SoCal,2017-07-01,0.949523809523809,105,0.19,7,Neutral
SoCal,2017-08-01,4.2,106,-0.07,8,Neutral
SoCal,2017-09-01,5.36571428571429,105,-0.34,9,Neutral
SoCal,2017-10-01,0.967924528301887,106,-0.6,10,LaNina
SoCal,2017-11-01,2.22264150943396,106,-0.76,11,LaNina
SoCal,2017-12-01,0.429245283018868,106,-0.86,12,LaNina
SoCal,2018-01-01,48.6394230769231,104,-0.77,1,LaNina
SoCal,2018-02-01,8.49716981132075,106,-0.71,2,LaNina
SoCal,2018-03-01,75.1085714285714,105,-0.57,3,LaNina
SoCal,2018-04-01,2.31415094339623,106,-0.39,4,Neutral
SoCal,2018-05-01,3.34716981132076,106,-0.13,5,Neutral
SoCal,2018-06-01,0.0377358490566038,106,0.06,6,Neutral
SoCal,2018-07-01,2.96571428571429,105,0.14,7,Neutral
SoCal,2018-08-01,1.19903846153846,104,0.27,8,Neutral
SoCal,2018-09-01,0.421153846153846,104,0.53,9,ElNino
SoCal,2018-10-01,13.0130841121495,107,0.81,10,ElNino
SoCal,2018-11-01,35.0280373831776,107,0.97,11,ElNino
SoCal,2018-12-01,40.3171428571429,105,0.92,12,ElNino
SoCal,2019-01-01,99.0132075471698,106,0.89,1,ElNino
SoCal,2019-02-01,141.279245283019,106,0.86,2,ElNino
SoCal,2019-03-01,51.4047619047619,105,0.84,3,ElNino
SoCal,2019-04-01,4.07714285714286,105,0.77,4,ElNino
SoCal,2019-05-01,28.9067961165049,103,0.64,5,ElNino
SoCal,2019-06-01,0.778846153846154,104,0.52,6,ElNino
SoCal,2019-07-01,1.79811320754717,106,0.33,7,Neutral
SoCal,2019-08-01,0.0273584905660377,106,0.19,8,Neutral
SoCal,2019-09-01,3.61730769230769,104,0.23,9,Neutral
SoCal,2019-10-01,0,103,0.39,10,Neutral
SoCal,2019-11-01,54.6352380952381,105,0.58,11,ElNino
SoCal,2019-12-01,86.2495145631068,103,0.66,12,ElNino
SoCal,2020-01-01,6.90571428571429,105,0.64,1,ElNino
SoCal,2020-02-01,7.13619047619048,105,0.63,2,ElNino
SoCal,2020-03-01,95.0866666666667,105,0.53,3,ElNino
SoCal,2020-04-01,73.1352941176471,102,0.3,4,Neutral
SoCal,2020-05-01,2.94134615384615,104,0.01,5,Neutral
SoCal,2020-06-01,0.902884615384615,104,-0.23,6,Neutral
SoCal,2020-07-01,0.0127450980392157,102,-0.36,7,Neutral
SoCal,2020-08-01,1.03725490196078,102,-0.53,8,LaNina
SoCal,2020-09-01,0.0088235294117647,102,-0.84,9,LaNina
SoCal,2020-10-01,0.57843137254902,102,-1.12,10,LaNina
SoCal,2020-11-01,10.3333333333333,102,-1.2,11,LaNina
SoCal,2020-12-01,24.4313725490196,102,-1.08,12,LaNina
SoCal,2021-01-01,56.7865384615385,104,-0.91,1,LaNina
SoCal,2021-02-01,2.22621359223301,103,-0.79,2,LaNina
SoCal,2021-03-01,30.5166666666667,102,-0.71,3,LaNina
SoCal,2021-04-01,1.955,100,-0.55,4,LaNina
SoCal,2021-05-01,0.422772277227723,101,-0.39,5,Neutral
SoCal,2021-06-01,0.292079207920792,101,-0.3,6,Neutral
SoCal,2021-07-01,5.94563106796117,103,-0.35,7,Neutral
SoCal,2021-08-01,2.78333333333333,102,-0.45,8,Neutral
SoCal,2021-09-01,1.7656862745098,102,-0.63,9,LaNina
SoCal,2021-10-01,22.8264705882353,102,-0.77,10,LaNina
SoCal,2021-11-01,0.61958762886598,97,-0.91,11,LaNina
SoCal,2021-12-01,134.641584158416,101,-0.87,12,LaNina
SoCal,2022-01-01,3.22058823529412,102,-0.82,1,LaNina
SoCal,2022-02-01,8.61650485436893,103,-0.79,2,LaNina
SoCal,2022-03-01,29.9601941747573,103,-0.87,3,LaNina
SoCal,2022-04-01,6.65980392156863,102,-0.95,4,LaNina
SoCal,2022-05-01,0.240816326530612,98,-0.89,5,LaNina
SoCal,2022-06-01,0.941836734693877,98,-0.78,6,LaNina
SoCal,2022-07-01,0.909183673469388,98,-0.76,7,LaNina
SoCal,2022-08-01,6.08247422680412,97,-0.87,8,LaNina
SoCal,2022-09-01,16.9734693877551,98,-0.97,9,LaNina
SoCal,2022-10-01,7.40909090909091,99,-0.94,10,LaNina
SoCal,2022-11-01,37.910101010101,99,-0.85,11,LaNina
SoCal,2022-12-01,64.3673469387755,98,-0.72,12,LaNina
SoCal,2023-01-01,189.431683168317,101,-0.54,1,LaNina
SoCal,2023-02-01,82.6484848484848,99,-0.29,2,Neutral
SoCal,2023-03-01,149.178,100,-0.02,3,Neutral
SoCal,2023-04-01,2.3029702970297,101,0.27,4,Neutral
SoCal,2023-05-01,12.3316831683168,101,0.57,5,ElNino
SoCal,2023-06-01,3.42549019607843,102,0.84,6,ElNino
SoCal,2023-07-01,0.240566037735849,106,1.12,7,ElNino
SoCal,2023-08-01,55.85,106,1.37,8,ElNino
SoCal,2023-09-01,5.20380952380952,105,1.6,9,ElNino
SoCal,2023-10-01,2.08857142857143,105,1.83,10,ElNino
SoCal,2023-11-01,15.1386138613861,101,1.99,11,ElNino
SoCal,2023-12-01,50.7960396039604,101,2.06,12,ElNino
SoCal,2024-01-01,53.0343137254902,102,1.93,1,ElNino
SoCal,2024-02-01,166.710784313725,102,1.62,2,ElNino
SoCal,2024-03-01,78.9509803921569,102,1.26,3,ElNino
SoCal,2024-04-01,23.4893203883495,103,0.82,4,ElNino
SoCal,2024-05-01,3.15980392156863,102,0.49,5,Neutral
SoCal,2024-06-01,0.0596153846153846,104,0.22,6,Neutral
SoCal,2024-07-01,0.61764705882353,102,0.08,7,Neutral
SoCal,2024-08-01,1.05145631067961,103,-0.07,8,Neutral
SoCal,2024-09-01,1.26274509803922,102,-0.17,9,Neutral
SoCal,2024-10-01,0.71747572815534,103,-0.21,10,Neutral
SoCal,2024-11-01,10.1,104,-0.3,11,Neutral
SoCal,2024-12-01,2.92058823529412,102,-0.41,12,Neutral
SoCal,2025-01-01,13.0912621359223,103,-0.44,1,Neutral
SoCal,2025-02-01,64.4990291262136,103,-0.24,2,Neutral
SoCal,2025-03-01,58.2349514563107,103,-0.06,3,Neutral
SoCal,2025-04-01,7.59901960784314,102,0.02,4,Neutral
SoCal,2025-05-01,5.33137254901961,102,-0.02,5,Neutral
SoCal,2025-06-01,1.36372549019608,102,-0.04,6,Neutral
SoCal,2025-07-01,0.584615384615384,104,-0.14,7,Neutral
SoCal,2025-08-01,2.97238095238095,105,-0.28,8,Neutral
SoCal,2025-09-01,13.049504950495,101,-0.4,9,Neutral
SoCal,2025-10-01,27.1392156862745,102,-0.51,10,LaNina
SoCal,2025-11-01,98.3343137254902,102,-0.55,11,LaNina
SoCal,2025-12-01,86.221568627451,102,-0.54,12,LaNina
SoCal,2026-01-01,56.8019607843137,102,-0.37,1,Neutral
SoCal,2026-02-01,71.5267326732673,101,-0.15,2,Neutral
SoCal,2026-03-01,0.624509803921568,102,0.13,3,Neutral
SoCal,2026-04-01,17.5287128712871,101,0.51,4,ElNino
SoCal,2026-05-01,3.874,100,0.98,5,ElNino
SoCal,2026-06-01,0.0544117647058823,68,NA,6,Neutral
SoCal,2026-07-01,0.108771929824561,57,NA,7,Neutral
